"Data Source: 2016 Dataset (released March 2018)"
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","       250.0000000","          .0000000","     52000.0000000","     52505.0000000","          .0000000","     52505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       800.0000000","       800.0000000","     51000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       750.0000000","       250.0000000","      1000.0000000","       250.0000000","          .0000000","  19000000.0000000","  19211250.0000000","          .0000000","  19211250.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    280000.0000000","    280000.0000000","  19000000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","      8600.0000000","       250.0000000","      8850.0000000","       760.0000000","          .0000000"," 140000000.0000000"," 234009610.0000000","          .0000000"," 234009610.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  94000000.0000000","  94000000.0000000"," 140000000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","          .0000000","      2700.0000000",".","      2700.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2400.0000000","      2400.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","      1200.0000000","       750.0000000","      1950.0000000","       750.0000000","          .0000000","         5.0000000","     50705.0000000",".","     50705.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     51000.0000000","     51000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0002205","          .0006615","          .0008820","          .0000002","          .0000000","          .0000000","          .0015437",".","          .0015437",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0015435","          .0015435","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      4700.0000000","      4700.0000000","          .0000000","          .0000000","          .0000000","      4700.0000000",".","      4700.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4700.0000000","      4700.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","       250.0000000","         5.0000000","       255.0000000","       250.0000000","          .0000000","  17000000.0000000","  17041505.0000000","          .0000000","  17041505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     42000.0000000","     42000.0000000","  17000000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","       750.0000000","       250.0000000","      1000.0000000","       260.0000000","          .0000000","  21000000.0000000","  21097260.0000000","          .0000000","  21097260.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    260000.0000000","    260000.0000000","  20000000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .2000000","        36.2000000","        36.4000000","         4.1000000","          .0000000","     19000.0000000","     22140.5000000","          .0000000","     22140.5000000","         1.0000000",".",".","          .0000000","          .0000000","         1.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     16000.0000000","     16000.0000000","      6000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","       250.0000000","       250.0000000","       500.0000000","      1700.0000000","          .0000000","   2300000.0000000","   2562200.0000000","          .0000000","   2562200.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    280000.0000000","    280000.0000000","   2200000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       750.0000000","          .0000000","       250.0000000","     90000.0000000",".","     90000.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     90000.0000000","     90000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","       250.0000000","          .0000000","    290000.0000000","    291255.0000000","          .0000000","    291255.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1300.0000000","      1300.0000000","    290000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","         5.0000000","         5.0000000","        10.0000000","       250.0000000","          .0000000","    240000.0000000","    240510.0000000","          .0000000","    240510.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       510.0000000","       510.0000000","    240000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","'007664939'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","          .0000000","          .0000000","          .0000000","       250.0000000",".","       250.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       300.0000000","       300.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","       250.0000000","          .0000000","     54000.0000000","     54505.0000000","          .0000000","     54505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       810.0000000","       810.0000000","     54000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","       250.0000000","       250.0000000","       500.0000000","       250.0000000","          .0000000","   3200000.0000000","   3206250.0000000","          .0000000","   3206250.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      6500.0000000","      6500.0000000","   3200000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2000","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","       250.0000000","         5.0000000","       255.0000000","      1810.0000000","          .0000000","  15000000.0000000","  15004265.0000000","          .0000000","  15004265.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     75000.0000000","     75000.0000000","  15000000.0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      4800.0000000","          .0000000","      4800.0000000","          .0000000","          .0000000","          .0000000","      4800.0000000",".","      4800.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4800.0000000","      4800.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","         5.0000000","       250.0000000","       255.0000000","       250.0000000","          .0000000","          .0000000","       755.0000000","          .0000000","       755.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       800.0000000","       800.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","       250.0000000","         5.0000000","       255.0000000","       250.0000000","          .0000000","       250.0000000","    180755.0000000","          .0000000","    180755.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    180000.0000000","    180000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","         5.0000000","          .0000000","         5.0000000","       250.0000000","          .0000000","          .0000000","       505.0000000","          .0000000","       505.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       500.0000000","       500.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","       750.0000000","       250.0000000","      1000.0000000","       250.0000000","          .0000000","     72000.0000000","    263250.0000000","         5.0000000","    263255.0000000",".",".",".","          .0000000","          .0000000","         5.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","    260000.0000000","    260000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","      5600.0000000","       250.0000000","      5850.0000000","      2110.0000000","          .0000000","       750.0000000","  89008710.0000000","          .0000000","  89008710.0000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  89000000.0000000","  89000000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","       250.0000000","          .0000000","       250.0000000","       250.0000000","          .0000000","          .0000000","      2700.0000000",".","      2700.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2700.0000000","      2700.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","      4000.0000000","       750.0000000","      4750.0000000","      1600.0000000","          .0000000","         5.0000000","     97355.0000000",".","     97355.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     97000.0000000","     97000.0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2001","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0002205","          .0006615","          .0008820","          .0000000","          .0000000","          .0000000","          .0008820",".","          .0008820",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0008820","          .0008820","          .0000000"
